username,main_category,subcategory,text_hook,length,views,likes,comments,shares,outlier_multiplier,uploaded_at,ad_link,caption,platform
wotdapp,Education,Language Learning,Don't say: bad,7,18900,882,5,4,1.834951456,2024-02-19,https://www.tiktok.com/@wotdapp/video/7337343772369456390,smash? 😏😉 #wordoftheday #wotdapp #englishvocabulary #advancedvocabulary #vocabulary #dailyvocabulary #dailyenglish #dontsaythis #improveyourenglish #improveenglish #englishwords ,tiktok
fluentjoy_app,Education,Language Learning,Hello!,34,18900,370,0,23,2.363534046,2024-09-04,https://www.tiktok.com/@fluentjoy_app/video/7408405378557332768,Hand Emoji Meanings #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacill #anglaisfacile #inglesfluente #英語フレーズ #ภาษาอังกฤษวันละคําสองคํา #tienganh #emojimeanings,tiktok
wotdapp,Education,Language Learning,I like to continuously 😂 for long period of time 🕒 without any practical purpose 😂,9,18900,1602,8,13,1.834951456,2022-01-10,https://www.tiktok.com/@wotdapp/video/7051273063530269958,Huh?!🤣 #wordoftheday #studywords #englishlearning #learnonline #studyvocab #vocabularyimprove #vocabcheck #improvevocab #improveenglish #learnedu #fu,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are living life in hardcore mode  bodybuilding martial arts drawing playing instruments,5,18900,663,11,37,6.909157375,2024-11-04,https://www.tiktok.com/@curiosityquench/video/7433521674454076677,"Do these hobbies +1000 more using our app ""Curiosity Quench"" :O #hobbies #foryou #viral #trending #fyp #music #bodybuilding #arnold #brucelee #martial #arts #martialarts #drawing #draw #art",tiktok
brainly,Education,Study Aids & Flashcards,pollution,33,18900,225,2,2,1.902556875,2024-09-20,https://www.tiktok.com/@brainly/video/7416783971356347690,what else is out there? 👽 #astronomy #astronomytok #space #spacethings #science #aliens #nasa #astronaut #earth,tiktok
kilonotesapp,Education,Study Aids & Flashcards,POV: You found the Best Digital Planner App for iPad iPad planning tips  iPad app that made me more productive NOTes,26,18900,417,43,15,1.920341394,2024-07-02,https://www.tiktok.com/@kilonotesapp/video/7387039433129741575,BEST #digitalplanner #iPadApp EVERYONE is talking about! 👀 AESTHETIC #digitalplanner using #Kilonotes comin' thru! 😎 This is the BEST #digitalplanner app on #iPad and I LOVE the pretty templates and features it has! Got some #ipadplanningtips you can follow ➡️ #mofusand #kawaiiplanner #aestheticplanner #digitalplanner #aestheticplanners #plannertemplates #digitaljournal #journaling #journaltemplates #journalingtips #journalinghacks #planwithme #monthlyplanners ,tiktok
boldvoiceapp,Education,Language Learning,questions that can be answered with yes or no go up?,48,18900,1197,17,30,7.317073171,2024-08-15,https://www.tiktok.com/@boldvoiceapp/video/7403399348228476206,Use this rule for #questions #languagelearningadvice #BoldVoiceApp #pronunciationenglish #Americanaccent #EnglishPronunciation ,tiktok
kilonotesapp,Education,Study Aids & Flashcards,Why owning an iPad is lowkey a game changer  The ultimate multitasker tool for Gen Z!,37,18900,389,11,20,1.920341394,2024-11-21,https://www.tiktok.com/@kilonotesapp/video/7439772262796053778,GEN Z STUDENTS SHOULD HAVE AN IPAD!   #iPad + #kilonotes is such a LIFE CHANGER! Using #iPad for MULTITASKING is the BEST decision I've ever made as a #GenZ student 😉📝 This is my bestie when it comes to #productivity 💖   #genzstudents #genz #iPadpro #iPadhacks #collegestudent #studytips #studyhacks #digitalhacks #university #campus #college #backtoschool #back2school #campuslife #notetakingapp #studyapp #appsyouneedforschool #appstohelpyoustudy #iosapps #digitalnotetaking #notetakingoniPad,tiktok
fluentjoy_app,Education,Language Learning,Young Old,30,18900,752,2,23,2.363534046,2024-08-22,https://www.tiktok.com/@fluentjoy_app/video/7403640587041213729,Time and Age Adjectives Learn #english with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #英語フレーズ #ภาษาอังกฤษวันละคํา #tienganh #englishvocabulary,tiktok
wotdapp,Education,Language Learning,STOP SAYING VERY DETAILED,15,18800,2119,22,19,1.825242718,2022-03-03,https://www.tiktok.com/@wotdapp/video/7070564191228169477,Try to come up with a sentence 😎#wordoftheday #vocabularyimprove #vocaboftheday #vocabularyoftheday #studycheck #vocabcheck #englishvocabulary #furyo,tiktok
wotdapp,Education,Language Learning,STOP USING POOR VOCABULARY 😩,15,18800,1004,3,8,1.825242718,2022-11-24,https://www.tiktok.com/@wotdapp/video/7169257570585152773,Time to level up ur vocab game😎🔥 #stopsayingvery #stopsaying #wordoftheday #wordofthedayapp #learningapp #studyapp #englishapp #recuk #vocabuk #englishvocabulary #englishvocab #vocabularybuilding #advancedenglish #englishvocabularyinuse #fancyenglish ,tiktok
coursehero,Education,AI Study Tools,There is no text or emojis on top of the image.,19,18800,28,1,0,16.23488774,2022-09-10,https://www.tiktok.com/@coursehero/video/7141492980258442539,POV: You are struggling with never-ending homework. #CourseHero #CollegeTips #StudyTips #PepsiApplePieChallenge,tiktok
fluentjoy_app,Education,Language Learning,To me VS For me What is the difference?,31,18800,778,4,46,2.351028575,2024-05-11,https://www.tiktok.com/@fluentjoy_app/video/7366817133940002080,To me vs por me to give opinions! Learn #businessenglishwith #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan,tiktok
youlearn.ai,Education,Study Aids & Flashcards,3 years of studying and I just found this... Bruh,23,18700,402,1,67,5.285472018,2024-09-28,https://www.tiktok.com/@youlearn.ai/video/7419786979996437791,why did i not know about this… #study #studytok ,tiktok
ar.drawing.sketch,Education,Arts & Creativity Learning,AR Drawing,11,18700,133,4,11,2.406227884,2023-05-16,https://www.tiktok.com/@ar.drawing.sketch/video/7233600095634066731,"App for iOS: ""AR Drawing""#paint #drawingtutorial #howtodraw",tiktok
elevateapp,Education,Study Aids & Flashcards,Can you solve this? Bird is to feathers as cat is to... Solve the analogy C) Fur D) Claws,6,18700,33,27,1,14.40677966,2022-10-19,https://www.tiktok.com/@elevateapp/video/7155955572045516074,Can you solve this analogy? #brainteaser #braingame #analogytiktok #analogy #braintraining #mentalfitness ,tiktok
gauthofficial,Education,AI Study Tools,"QUESTION OF THE DAY  One leg of an isosceles right triangle measures 5 inches. Rounded to the nearest tenth, what is the approximate length of the hypotenuse?  pause here to try answering yourself first!  Gauth",42,18600,184,33,24,2.209944751,2024-09-09,https://www.tiktok.com/@gauthofficial/video/7412774350450855174,are you able to solve this question? let us know below ✨ #math #stem #productivity #college #backtoschool #gauth,tiktok
joinhandshake,Education,Professional Development,College essentials Shower shoes Hanging shoe organizer Reusable containers Sound machine Hand steamer Reusable water bottle  okay here's what I don't regret bringing to college with me,62,18500,46,2,1,19.65993624,2023-08-25,https://www.tiktok.com/@joinhandshake/video/7271292394195324206,What’s your number 1 college essential? #GreenScreen #CollegeEssentials #BackToSchool #CollegeLife #DormLife #JoinHandshake ,tiktok
pandaiofficial,Education,Exam Preparation,Jom join Seminar Ubah Result 2023!,8,18500,1335,13,11,11.88182402,2023-12-14,https://www.tiktok.com/@pandaiofficial/video/7312302674375068929,Siapa budak form 5 kat sini? #SPM2023 #SPM #batch06 #seminarspm #fyp ,tiktok
wotdapp,Education,Language Learning,Skedaddle Means to run away quickly.,3,18500,1235,8,12,1.796116505,2021-10-17,https://www.tiktok.com/@wotdapp/video/7019710026000436485,Where should I skedaddle?🌍#wordoftheday #Wotdapp #studywords #englishtime #englishedu #studytime #learnonline #4upage #reccla #recuk #englishapp #stu,tiktok
babbel,Education,Language Learning,Let’s Learn Thai,21,18400,314,11,5,1.218543046,2025-01-02,https://www.tiktok.com/@babbel/video/7455331718883577130,"Thai is a tonal language with five distinct tones: mid, low, falling, high, and rising 🇹🇭 Filmed at the Polyglot Gathering, a huge international event for polyglots and language lovers. #thai #learnthai #thailanguage #beginnerthai #easythai #thailand🇹🇭 ",tiktok
ar.drawing.sketch,Education,Arts & Creativity Learning,There is no text on this image.,17,18400,84,0,0,2.367625298,2023-09-14,https://www.tiktok.com/@ar.drawing.sketch/video/7278502882314407214,App Name - AR Drawing #drawingtutorial #tiktokart #paint,tiktok
kipper.ai,Education,AI Study Tools,Bro made ChatGPT text bypass Turnitin,16,18300,135,0,6,5.998033432,2024-08-10,https://www.tiktok.com/@kipper.ai/video/7401470853491330309,Bro made ai do his homework and passed. #school #college #students #studygram,tiktok
fluentjoy_app,Education,Language Learning,Cancel Put off,18,18300,623,1,29,2.288501219,2024-03-15,https://www.tiktok.com/@fluentjoy_app/video/7343497404685045024,Super useful phrasal verbs! Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan,tiktok
studyly_at,Education,Exam Preparation,"Jahrelang für die Matura gestresst und jetzt könnt ich dir nicht mal sagen, wo das Zeugnis rumliegt",7,18300,1068,8,144,5.547135496,2025-01-16,https://www.tiktok.com/@studyly_at/video/7460253617539271958,#matura #thoughts #fyp ,tiktok
wotdapp,Education,Language Learning,My friend is super rapscallion!,12,18300,1474,14,12,1.776699029,2021-11-03,https://www.tiktok.com/@wotdapp/video/7026034012955184390,HELPP🏃‍♀️#wordoftheday #wotdapp #vocabapp #englishapp #studyapp #learnapp #learnenglish #improvevocabulary #improveenglish #4upage #recuk #studytime,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are always one step ahead  checkers vegetable gardening psychology cheese making,5,18300,400,13,9,6.689819046,2024-11-05,https://www.tiktok.com/@curiosityquench/video/7433836169785494790,"explore these hobbies +1000 more using our app ""Curiosity Quench"" :) #hobbies #foryou #viral #trending #fyp #psychology #chess #brain #checkers #veggies #garden #selfsustainable #cheese #cheeses #cheesed",tiktok
wotdapp,Education,Language Learning,Vocabulary,12,18300,1507,51,6,1.776699029,2022-01-20,https://www.tiktok.com/@wotdapp/video/7055009576529202438,Do u know?🥸 #wordoftheday #studywords #prepuni #prepact #english  #learnonline #improvelanguage #wotd #vocabcheck #englishcheck #studycheck #learnedu,tiktok
kilonotesapp,Education,Study Aids & Flashcards,3 tips to study smarter (not harder)  You need to try now!  Swipe right for more,0,18200,571,3,3,1.849217639,2024-03-09,https://www.tiktok.com/@kilonotesapp/photo/7344363302358699265,👩🏻‍💻 Handing over my top three study tips 🫶🏻 These three core principles greatly assisted me throughout my journey as a student🥹 Save for later💖 #study #studywithme #student #studytips #digitalnotetakingapp #digitalnotes #kilonotes #ipad #bestdigitalnotetakingapp #studyaesthetic #aesthetic #studygoals #studyhacks #hacks #kilonotesupdate #digitalplanning #notes #noteapp #aestheticnotes #notetaking #journal #edutok #studytok,tiktok
kilonotesapp,Education,Study Aids & Flashcards,Digital Note Taking Font Settings,42,18200,572,15,23,1.849217639,2024-10-17,https://www.tiktok.com/@kilonotesapp/video/7425514435369880839,BEST FONT SETTINGS ON KILONOTES ✨ #Kilonotes font settings to make your #digitalnotes more #aesthetic! My notes have never looked this good with these settings!! 📝💻 #aestheticnotes #kilonotes #notetaking #fontinspo #ipadtips #digitalnotetaking #ipadnotetaking #kilonoteshacks #applepencil #digitaljournal #productivityhacks #studyhacks #schoolhacks #digitalplanner,tiktok
knownotesai,Education,AI Study Tools,My teacher just set a 10 HOUR video to watch over half term💀💀💀,13,18200,333,1,6,26.8238762,2024-05-28,https://www.tiktok.com/@knownotesai/video/7374142300978466078,AINT NO WAY IT WATCHED IT FOR ME 🤯🤯🤯 dis crazy! #knownotesai #school #studytok #fyp ,tiktok
deepstash.app,Education,Study Aids & Flashcards,REASONS I’M NOT going back to reading  THIS IS MARKETING SET! GOLD,21,18200,21,0,0,22.26299694,2024-08-06,https://www.tiktok.com/@deepstash.app/video/7400057886304423201,Replace Doom Scrolling with Micro Learning,tiktok
babbel,Education,Language Learning,Standard German vs. Pottdeutsch Part 2  Pottdeutsch Standard- deutsch,17,18200,269,11,9,1.205298013,2024-12-28,https://www.tiktok.com/@babbel/video/7453488820093504814,Part 2: Standard German vs. Pottdeutsch (German Dialect) 🇩🇪 #germandialects #pottdeutsch #ruhrgebiet #germanlanguage #standardgerman #dialectology #lowgerman,tiktok
insidr.ai,Education,AI Study Tools,THE BEST FREE AI TOOLS To change the world For everything Best Free AI Tools Find all AI tools Insidr.ai Save for later,5,18200,461,3,35,13.1884058,2023-02-17,https://www.tiktok.com/@insidr.ai/video/7201064109670960389,The best free AI tools🛠️ Insidr.ai👉🏻 find the best AI tools 🤫 #websites #marketingtips #ai #onlinetools #freeaitools #aitoolsformarketers #nocodetools #chatgpt #fyp #aiprompts #aiforbeginners ,tiktok
get_turbolearn.ai,Education,AI Study Tools,The weird kid from class just asked me out to dinner 😭,18,18200,101,2,97,12.32227488,2024-07-04,https://www.tiktok.com/@get_turbolearn.ai/video/7387928992956878123,Lmaooo kids these days are weird AF #student #uni #college #notes #studytok #studyhacks  ,tiktok
wotdapp,Education,Language Learning,What does prestidigitation mean?!,0,18200,315,4,3,1.766990291,2024-02-22,https://www.tiktok.com/@wotdapp/photo/7338494236842724613,#hamster #hamsters #hamsters🐹 #hamsterscult #wordoftheday #englishvocabulary #advancedvocabulary #improveyourenglish #dailyvocabulary #fypagee ,tiktok
enzly.app,Education,Language Learning,5 ENGLISCH SLANGS,40,18100,649,5,52,20.4519774,2023-08-18,https://www.tiktok.com/@enzly.app/video/7268653465616911648,Upgrade dein Englisch! 🚀 Diese 5 Slang-Wörter machen dich zum Gesprächsprofi. Welches kanntest du schon? #ennzlyapp #englischlernen #slangword  #sprachtipps #lernenmittiktok  #sprachhacks #englischupgrade #modernenglish #alltagsenglisch ,tiktok
